id,baslik,goruntu,ana_bulgu,etiket_kaynagi,esleme,modlar,hekim_onayi,soru_sayisi,soru_metinleri
auto_nih_00011237_006,Havalı alan opasitesi · AP (ön-arka) grafi #7,nih_00011237_006,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Havalı alan opasitesi bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Havalı alan (airspace) opasitesinin sınırları tipik olarak nasıldır?
auto_nih_00011322_006,Kardiyomegali · AP (ön-arka) grafi #4,nih_00011322_006,cardiomegaly,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | AP (ön-arka) grafide Kardiyomegali bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Kardiyotorasik oran (KTO) nasıl hesaplanır ve normal üst sınırı nedir?
auto_nih_00011925_072,Nodül / kitle · AP (ön-arka) grafi #2,nih_00011925_072,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Grafide Nodül / kitle bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Akciğer grafisinde nodül ile kitle ayrımında kullanılan boyut sınırı hangisidir?
auto_nih_00012021_081,Havalı alan opasitesi · AP (ön-arka) grafi #8,nih_00012021_081,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,25 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Bu filmde Havalı alan opasitesi nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Ateş ve öksürükle başvuran hastada yeni gelişen havalı alan opasitesinde ilk klinik değerlendirme hangisini içermelidir?
auto_nih_00012045_005,Havalı alan opasitesi · AP (ön-arka) grafi #9,nih_00012045_005,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Elinizdeki kadın hastanın akciğer grafisinde ana bulgu hangisidir? | AP (ön-arka) grafide Havalı alan opasitesi bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Bir opasitenin içinde hava bronkogramı görülmesi neyi gösterir?
auto_nih_00012515_002,Atelektazi · AP (ön-arka) grafi #2,nih_00012515_002,atelectasis,expert_bbox,validated,practice,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Atelektazi bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Ameliyat sonrası dönemde gelişen bazal atelektaziyi önlemede en etkili basit önlem hangisidir?
auto_nih_00013249_031,Kardiyomegali · AP (ön-arka) grafi #5,nih_00013249_031,cardiomegaly,expert_bbox,educational_mapping,practice,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Bu filmde Kardiyomegali nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Yatarak çekilmiş bir AP grafide kalp gölgesi geniş görünen bir hastada ilk akla gelmesi gereken olasılık hangisidir?
auto_nih_00013285_026,Efüzyon · AP (ön-arka) grafi #3,nih_00013285_026,pleural_effusion,expert_bbox,educational_mapping,practice,beklemede,4,AP (ön-arka) grafide görülen ana bulgu hangisidir? | Efüzyon bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Yatarak çekilmiş bir grafide plevral sıvı nasıl görünebilir?
auto_nih_00013471_002,Pnömotoraks · PA (arka-ön) grafi #5,nih_00013471_002,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Pnömotoraks bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Pnömotorakslı bir grafide aşağıdakilerden hangisi tansiyon pnömotoraksı düşündüren radyografik bulgudur?
auto_nih_00013993_077,Havalı alan opasitesi · AP (ön-arka) grafi #10,nih_00013993_077,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Havalı alan opasitesi bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Havalı alan (airspace) opasitesinin sınırları tipik olarak nasıldır?
auto_nih_00014778_000,Nodül / kitle · PA (arka-ön) grafi #7,nih_00014778_000,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Nodül / kitle bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Bir akciğer nodülünün 'malignite açısından düşük riskli' olduğunu düşündüren özellik hangisidir?
auto_nih_00015078_013,Efüzyon · PA (arka-ön) grafi #2,nih_00015078_013,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,"Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Efüzyon bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Nedeni belirsiz, orta-büyük hacimli bir plevral efüzyonda tanısal değerlendirme için ilk basamak genellikle hangisidir?"
auto_nih_00015090_006,Havalı alan opasitesi · PA (arka-ön) grafi #3,nih_00015090_006,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Grafide Havalı alan opasitesi bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Ateş ve öksürükle başvuran hastada yeni gelişen havalı alan opasitesinde ilk klinik değerlendirme hangisini içermelidir?
auto_nih_00015794_000,Nodül / kitle · PA (arka-ön) grafi #8,nih_00015794_000,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,"Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Nodül / kitle bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Grafide yeni saptanan, önceki filmi olmayan bir akciğer nodülünde bir sonraki uygun adım genellikle hangisidir?"
auto_nih_00016184_040,Nodül / kitle · AP (ön-arka) grafi #3,nih_00016184_040,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Grafide Nodül / kitle bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Grafide görülen yuvarlak bir opasitenin gerçek bir akciğer nodülü mü yoksa cilt/göğüs duvarı kaynaklı bir 'yalancı lezyon' mu olduğunu ayırmada en kullanışlı yöntem hangisidir?
auto_nih_00016291_020,Havalı alan opasitesi · AP (ön-arka) grafi #11,nih_00016291_020,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Grafide Havalı alan opasitesi bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Silüet (siluet) işareti nedir ve neden önemlidir?
auto_nih_00016487_002,Nodül / kitle · PA (arka-ön) grafi #9,nih_00016487_002,nodule_mass,expert_bbox,validated,practice,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Bu filmde Nodül / kitle nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Akciğer grafisinde nodül ile kitle ayrımında kullanılan boyut sınırı hangisidir?
auto_nih_00016705_006,Havalı alan opasitesi · AP (ön-arka) grafi #12,nih_00016705_006,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | 24 yaşındaki hastanın filminde Havalı alan opasitesi bulgusunu işaretleyin. | 24 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir? | Havalı alan opasitesi ile atelektazi arasındaki temel ayırıcı bulgu nedir?
auto_nih_00016732_027,Havalı alan opasitesi · AP (ön-arka) grafi #13,nih_00016732_027,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Grafide Havalı alan opasitesi bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Havalı alan (airspace) opasitesinin sınırları tipik olarak nasıldır?
auto_nih_00016837_002,Efüzyon · PA (arka-ön) grafi #3,nih_00016837_002,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | PA (arka-ön) grafide Efüzyon bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Yatarak çekilmiş bir grafide plevral sıvı nasıl görünebilir?
auto_nih_00016972_019,Atelektazi · AP (ön-arka) grafi #3,nih_00016972_019,atelectasis,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Atelektazi bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Atelektazinin en sık nedeni hangisidir?
auto_nih_00016990_000,Kardiyomegali · PA (arka-ön) grafi #4,nih_00016990_000,cardiomegaly,expert_bbox,validated,practice,beklemede,4,65 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Kardiyomegali bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Grafide kardiyomegali saptanan bir hastada altta yatan nedeni netleştirmek için en uygun ilk ileri tetkik hangisidir?
auto_nih_00017214_015,Nodül / kitle · AP (ön-arka) grafi #4,nih_00017214_015,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | AP (ön-arka) grafide Nodül / kitle bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Grafide görülen yuvarlak bir opasitenin gerçek bir akciğer nodülü mü yoksa cilt/göğüs duvarı kaynaklı bir 'yalancı lezyon' mu olduğunu ayırmada en kullanışlı yöntem hangisidir?
auto_nih_00017448_000,Kardiyomegali · PA (arka-ön) grafi #5,nih_00017448_000,cardiomegaly,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | PA (arka-ön) grafide Kardiyomegali bulgusunun yerini gösterin. | Elinizdeki erkek hastanın grafisinin projeksiyonu/pozisyonu nedir? | Kardiyotorasik oran (KTO) nasıl hesaplanır ve normal üst sınırı nedir?
auto_nih_00017877_001,Atelektazi · AP (ön-arka) grafi #4,nih_00017877_001,atelectasis,expert_bbox,validated,practice,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | AP (ön-arka) grafide Atelektazi bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Atelektaziyi konsolidasyondan ayırmada en yardımcı radyografik bulgu hangisidir?
auto_nih_00017972_026,Pnömotoraks · AP (ön-arka) grafi #3,nih_00017972_026,pneumothorax,expert_bbox,educational_mapping,practice,beklemede,4,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Pnömotoraks bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Basit (tansiyon yapmamış) pnömotoraksın temel radyografik bulgusu hangisidir?
auto_nih_00018102_001,Efüzyon · PA (arka-ön) grafi #4,nih_00018102_001,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Efüzyon bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Dik PA akciğer grafisinde plevral sıvının ilk göze çarpan bulgusu genellikle hangisidir?
auto_nih_00018366_029,Pnömotoraks · PA (arka-ön) grafi #6,nih_00018366_029,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,"Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Bu filmde Pnömotoraks nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Hemodinamik olarak stabil olmayan, tansiyon pnömotoraksı düşünülen bir hastada yaklaşım nasıl olmalıdır?"
auto_nih_00018387_030,Kardiyomegali · AP (ön-arka) grafi #6,nih_00018387_030,cardiomegaly,expert_bbox,validated,practice|assessment,beklemede,4,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Kardiyomegali bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Kardiyotorasik oranın güvenilir biçimde değerlendirilebilmesi için hangi koşul gereklidir?
auto_nih_00018427_011,Efüzyon · AP (ön-arka) grafi #4,nih_00018427_011,pleural_effusion,expert_bbox,validated,practice,beklemede,4,AP (ön-arka) grafide görülen ana bulgu hangisidir? | Grafide Efüzyon bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Ne kadar plevral sıvı biriktiğinde dik PA grafide kostofrenik açı küntleşmesi genellikle görünür hale gelir?
auto_nih_00018623_001,Nodül / kitle · PA (arka-ön) grafi #10,nih_00018623_001,nodule_mass,expert_bbox,validated,practice,beklemede,4,PA (arka-ön) grafide görülen ana bulgu hangisidir? | Nodül / kitle bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Akciğer grafisinde nodül ile kitle ayrımında kullanılan boyut sınırı hangisidir?
auto_nih_00018865_008,Pnömotoraks · PA (arka-ön) grafi #7,nih_00018865_008,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,"Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Grafide Pnömotoraks bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Genç, uzun boylu, zayıf yapılı bir erkekte hiçbir travma öyküsü olmadan gelişen pnömotoraks tipik olarak hangi kategoriye girer?"
auto_nih_00019426_000,Kardiyomegali · PA (arka-ön) grafi #6,nih_00019426_000,cardiomegaly,expert_bbox,validated,practice,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Kardiyomegali bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Yatarak çekilmiş bir AP grafide kalp gölgesi geniş görünen bir hastada ilk akla gelmesi gereken olasılık hangisidir?
auto_nih_00019767_016,Efüzyon · PA (arka-ön) grafi #5,nih_00019767_016,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,"Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Grafide Efüzyon bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Nedeni belirsiz, orta-büyük hacimli bir plevral efüzyonda tanısal değerlendirme için ilk basamak genellikle hangisidir?"
auto_nih_00020000_000,Pnömotoraks · PA (arka-ön) grafi #8,nih_00020000_000,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Pnömotoraks bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Basit (tansiyon yapmamış) pnömotoraksın temel radyografik bulgusu hangisidir?
auto_nih_00020318_007,Pnömotoraks · AP (ön-arka) grafi #4,nih_00020318_007,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Pnömotoraks bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Pnömotorakslı bir grafide aşağıdakilerden hangisi tansiyon pnömotoraksı düşündüren radyografik bulgudur?
auto_nih_00021009_001,Kardiyomegali · AP (ön-arka) grafi #7,nih_00021009_001,cardiomegaly,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Bu filmde Kardiyomegali nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Kardiyotorasik oran (KTO) nasıl hesaplanır ve normal üst sınırı nedir?
auto_nih_00021179_011,Nodül / kitle · PA (arka-ön) grafi #11,nih_00021179_011,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,4,"Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Bu filmde Nodül / kitle nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Grafide yeni saptanan, önceki filmi olmayan bir akciğer nodülünde bir sonraki uygun adım genellikle hangisidir?"
auto_nih_00021364_001,Kardiyomegali · PA (arka-ön) grafi #7,nih_00021364_001,cardiomegaly,expert_bbox,validated,practice|assessment,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Kardiyomegali bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Grafide kardiyomegali saptanan bir hastada altta yatan nedeni netleştirmek için en uygun ilk ileri tetkik hangisidir?
auto_nih_00021481_014,Atelektazi · AP (ön-arka) grafi #5,nih_00021481_014,atelectasis,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | 63 yaşındaki hastanın filminde Atelektazi bulgusunu işaretleyin. | 63 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir? | Atelektazik bir lobda mediasten ve hiler yapılar hangi yöne kayar?
auto_nih_00021670_004,Havalı alan opasitesi · PA (arka-ön) grafi #4,nih_00021670_004,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | 41 yaşındaki hastanın filminde Havalı alan opasitesi bulgusunu işaretleyin. | 41 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir? | Havalı alan opasitesi ile atelektazi arasındaki temel ayırıcı bulgu nedir?
auto_nih_00021840_016,Havalı alan opasitesi · PA (arka-ön) grafi #5,nih_00021840_016,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Havalı alan opasitesi bulgusunu fark ettiğiniz bölgeyi görüntü üzerinde gösterin. | Bu grafinin çekim tekniği (projeksiyon/pozisyon) hangisidir? | Bir opasitenin içinde hava bronkogramı görülmesi neyi gösterir?
auto_nih_00022084_000,Havalı alan opasitesi · PA (arka-ön) grafi #6,nih_00022084_000,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,48 yaşındaki hastanın grafisinde ana bulgu hangisidir? | 48 yaşındaki hastanın filminde Havalı alan opasitesi bulgusunu işaretleyin. | 48 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir? | Silüet (siluet) işareti nedir ve neden önemlidir?
auto_nih_00022611_001,Efüzyon · PA (arka-ön) grafi #6,nih_00022611_001,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | PA (arka-ön) grafide Efüzyon bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir? | Dik PA akciğer grafisinde plevral sıvının ilk göze çarpan bulgusu genellikle hangisidir?
auto_nih_00022727_000,Havalı alan opasitesi · PA (arka-ön) grafi #7,nih_00022727_000,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,4,Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | Grafide Havalı alan opasitesi bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Ateş ve öksürükle başvuran hastada yeni gelişen havalı alan opasitesinde ilk klinik değerlendirme hangisini içermelidir?
auto_nih_00023068_003,Nodül / kitle · AP (ön-arka) grafi #5,nih_00023068_003,nodule_mass,expert_bbox,validated,practice,beklemede,4,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Nodül / kitle bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Bir akciğer nodülünün 'malignite açısından düşük riskli' olduğunu düşündüren özellik hangisidir?
auto_nih_00023078_000,Nodül / kitle · PA (arka-ön) grafi #12,nih_00023078_000,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,3,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | 64 yaşındaki hastanın filminde Nodül / kitle bulgusunu işaretleyin. | 64 yaşındaki hastanın filmi hangi projeksiyon/pozisyonda çekilmiştir?
auto_nih_00025368_014,Atelektazi · AP (ön-arka) grafi #6,nih_00025368_014,atelectasis,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Bu filmde Atelektazi nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Atelektazinin en sık nedeni hangisidir?
auto_nih_00026261_001,Nodül / kitle · PA (arka-ön) grafi #13,nih_00026261_001,nodule_mass,expert_bbox,validated,practice,beklemede,3,46 yaşındaki hastanın grafisinde ana bulgu hangisidir? | Bu filmde Nodül / kitle nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir?
auto_nih_00026695_000,Nodül / kitle · PA (arka-ön) grafi #14,nih_00026695_000,nodule_mass,expert_bbox,validated,practice,beklemede,3,Elinizdeki kadın hastanın akciğer grafisinde ana bulgu hangisidir? | Nodül / kitle bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir?
auto_nih_00027426_000,Sistematik okuma · PA (arka-ön) grafi #1,nih_00027426_000,no_finding_report,report_nlp,educational_mapping,practice,beklemede,2,Bu grafinin projeksiyonu/pozisyonu nedir? | Normal bir grafide sık görülen ama patolojik olmayan varyasyon hangisidir?
auto_nih_00027833_022,Nodül / kitle · PA (arka-ön) grafi #15,nih_00027833_022,nodule_mass,expert_bbox,validated,practice|assessment,beklemede,3,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Grafide Nodül / kitle bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir?
auto_nih_00027927_008,Havalı alan opasitesi · PA (arka-ön) grafi #8,nih_00027927_008,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,3,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | PA (arka-ön) grafide Havalı alan opasitesi bulgusunun yerini gösterin. | Elinizdeki kadın hastanın grafisinin projeksiyonu/pozisyonu nedir?
auto_nih_00028208_005,Havalı alan opasitesi · PA (arka-ön) grafi #9,nih_00028208_005,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,3,Elinizdeki erkek hastanın akciğer grafisinde ana bulgu hangisidir? | Havalı alan opasitesi bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir?
auto_nih_00028383_002,Havalı alan opasitesi · PA (arka-ön) grafi #10,nih_00028383_002,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,3,PA (arka-ön) grafide görülen ana bulgu hangisidir? | Havalı alan opasitesi bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir?
auto_nih_00028452_001,Atelektazi · AP (ön-arka) grafi #7,nih_00028452_001,atelectasis,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Bu filmde Atelektazi nerede? Görüntü üzerinde işaretleyin. | Bu filmin çekim projeksiyonu/pozisyonu hangisidir? | Ameliyat sonrası dönemde gelişen bazal atelektaziyi önlemede en etkili basit önlem hangisidir?
auto_nih_00029464_015,Efüzyon · PA (arka-ön) grafi #7,nih_00029464_015,pleural_effusion,expert_bbox,validated,practice|assessment,beklemede,4,Aşağıdakilerden hangisi bu filmin ana bulgusudur? | Grafide Efüzyon bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Yatarak çekilmiş bir grafide plevral sıvı nasıl görünebilir?
auto_nih_00029579_014,Pnömotoraks · PA (arka-ön) grafi #9,nih_00029579_014,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Pnömotoraks bulgusunun yerini işaretle aracıyla gösterin. | Aşağıdakilerden hangisi bu grafinin projeksiyon/pozisyon bilgisidir? | Basit (tansiyon yapmamış) pnömotoraksın temel radyografik bulgusu hangisidir?
auto_nih_00029861_013,Havalı alan opasitesi · AP (ön-arka) grafi #14,nih_00029861_013,airspace_opacity,expert_bbox,validated,practice|assessment,beklemede,3,AP (ön-arka) grafide görülen ana bulgu hangisidir? | Grafide Havalı alan opasitesi bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir?
auto_nih_00029909_003,Pnömotoraks · PA (arka-ön) grafi #10,nih_00029909_003,pneumothorax,expert_bbox,validated,practice|assessment,beklemede,4,"Bu grafiyi sistematik olarak değerlendirdiğinizde ana bulgu hangisidir? | PA (arka-ön) grafide Pnömotoraks bulgusunun yerini gösterin. | Elinizdeki erkek hastanın grafisinin projeksiyonu/pozisyonu nedir? | Genç, uzun boylu, zayıf yapılı bir erkekte hiçbir travma öyküsü olmadan gelişen pnömotoraks tipik olarak hangi kategoriye girer?"
auto_nih_00030162_026,Pnömotoraks · AP (ön-arka) grafi #5,nih_00030162_026,pneumothorax,expert_bbox,educational_mapping,practice,beklemede,4,Bu akciğer grafisinde görülen ana radyografik bulgu hangisidir? | Grafide Pnömotoraks bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Pnömotorakslı bir grafide aşağıdakilerden hangisi tansiyon pnömotoraksı düşündüren radyografik bulgudur?
auto_nih_00030634_000,Efüzyon · PA (arka-ön) grafi #8,nih_00030634_000,pleural_effusion,expert_bbox,validated,practice,beklemede,4,Bu filmde saptanan ana radyografik bulgu hangi seçenekte doğru verilmiştir? | Grafide Efüzyon bulgusunun bulunduğu alanı işaretleyin. | Bu film hangi projeksiyon/pozisyonda çekilmiştir? | Ne kadar plevral sıvı biriktiğinde dik PA grafide kostofrenik açı küntleşmesi genellikle görünür hale gelir?
auto_nih_00030635_001,Atelektazi · PA (arka-ön) grafi #4,nih_00030635_001,atelectasis,expert_bbox,validated,practice|assessment,beklemede,4,Radyolog değerlendirmesine göre bu grafideki ana bulgu hangisidir? | Atelektazi bulgusunu görüntü üzerinde işaretleyin. | Bu grafinin projeksiyonu/pozisyonu nedir? | Atelektazik bir lobda mediasten ve hiler yapılar hangi yöne kayar?
